,max_ti,dur,r2,slope,ltl
u:iSge,12.0,341170.0,0.8998571658437222,3.904752876303577e-05,enes
u:i5PS,39.0,391101.0,0.9206911692368648,8.37899062436745e-05,esen
u:ilnF,7.0,695848.0,0.8078136860361762,6.300575107159067e-06,iten
u:ijQc,36.0,761032.0,0.9444604819393317,4.07662677652609e-05,enes
u:ifk9,3.0,509.0,0.9993732681152756,0.005889058739630381,enes
u:fkmu,5.0,533508.0,0.6919102601013112,5.680896108350262e-06,esen
u:g2Zh,18.0,871672.0,0.8847883693093547,1.9617937744870344e-05,enes
u:hTPh,14.0,954600.0,0.9257002992495265,1.1245460207666156e-05,esen
u:i1kW,10.0,170704.0,0.8688994472291384,5.4289650939006244e-05,pten
u:hA_V,19.0,7998.0,0.9869378126731967,0.002247033844931785,pten
u:goiW,111.0,976617.0,0.9729067760600849,0.00012456885271751837,enes
u:dk2t,4.0,14688.0,0.5714655756936493,0.00018824216868490982,enfr
u:cIYM,21.0,1018672.0,0.8689310177138784,1.7316465487635062e-05,enfr
u:iZYA,14.0,553473.0,0.7365900551803736,1.722597169266655e-05,enfr
u:iedH,69.0,835181.0,0.6282265579300189,0.00010501727324721328,pten
u:h46t,26.0,950412.0,0.8573898644751388,2.4258042091715503e-05,enes
u:eQM7,42.0,732817.0,0.9012331197075758,4.601347054172296e-05,enes
u:iXya,21.0,599870.0,0.7656806462465056,3.758977297761713e-05,esen
u:G0b,8.0,699855.0,0.9394812418173814,1.1126781220461307e-05,enfr
u:iy0w,12.0,660576.0,0.8263066443358016,1.7877947353631267e-05,enes
u:gEIs,7.0,610220.0,0.6523051546423757,1.008399081476511e-05,enfr
u:flKL,9.0,945194.0,0.9298321722190358,1.1011428359731744e-05,enes
u:iXji,12.0,590927.0,0.8858619948258634,2.2534820494141316e-05,enfr
u:iaLC,3.0,643.0,0.9985817541335439,0.004672820562159775,enes
u:iHfL,7.0,279996.0,0.8344004968424328,1.622910494599248e-05,pten
u:hXf-,11.0,694984.0,0.8821037851885438,1.393860109070006e-05,pten
u:ib6f,9.0,898005.0,0.6786462330712627,9.47224349091514e-06,iten
u:hpgM,51.0,879338.0,0.9704214163362794,5.324743495368648e-05,enit
u:h4wK,71.0,284596.0,0.33517920026414355,0.00015442152757381226,esen
u:iH3Y,14.0,510640.0,0.7289648294662151,2.1724007735377945e-05,pten
u:iP1y,170.0,866723.0,0.896344617900278,0.00017628010582972545,enes
u:hIiY,12.0,364809.0,0.8320514377853214,2.2531366852283108e-05,enes
u:fT7N,3.0,2859.0,0.8263280771695753,0.0009197774679091444,esen
u:iQ78,12.0,81403.0,0.42974530421428614,8.558986557184746e-05,enes
u:i4vA,7.0,349247.0,0.861499472500754,1.5497106671765558e-05,enes
u:ilHA,72.0,873022.0,0.6455430998013086,0.00010791721770876484,enes
u:gvzo,28.0,972615.0,0.8863792726611931,2.939796640765252e-05,enfr
u:dOGw,21.0,777151.0,0.8893607877041466,2.2502508223350393e-05,ende
u:hW1w,6.0,315978.0,0.3779184333852091,1.1134112876949972e-05,enes
u:iY_q,14.0,433751.0,0.7205187199900326,2.349695616653977e-05,esen
u:gRl7,7.0,2423.0,0.9327837801909875,0.0025346565372510897,enes
u:iQhv,18.0,261618.0,0.858055751816469,5.212903175814402e-05,iten
u:f7ed,5.0,428482.0,0.7827644489276456,8.595419263758329e-06,enes
u:jdqw,11.0,45618.0,0.7445321482261187,0.00015344010179994493,enfr
u:iPOU,18.0,242261.0,0.6912350499256126,6.91721560756678e-05,esen
u:fXsr,3.0,208618.0,0.604156122227882,9.644539268639273e-06,enfr
u:h8bp,15.0,837225.0,0.881072056554369,1.2485177012360495e-05,esen
u:iWN_,36.0,175149.0,0.8355722342954478,0.00019274267969478516,pten
u:jcE4,11.0,4983.0,0.7330684318606717,0.0019102673413223525,esen
u:gFlO,6.0,177670.0,0.6299775105662424,1.9908883466633702e-05,enit
u:iphG,18.0,251375.0,0.8188854744472507,6.552323449193375e-05,enes
u:b0rb,9.0,74197.0,0.7342575117997898,6.861745574475473e-05,enes
u:cgqG,18.0,10085.0,0.9472677165061127,0.0015469804842233742,esen
u:f85p,5.0,839885.0,0.7547027835962866,5.229366587821444e-06,enfr
u:iFTN,33.0,814234.0,0.7644878528351158,3.655877085240354e-05,enpt
u:gSqc,5.0,939.0,0.9918571696074145,0.005383005262251435,esen
u:f79w,4.0,4489.0,0.9224881803009822,0.0007689964824116222,pten
u:ghIG,4.0,394512.0,0.5011713239182255,6.34924524182514e-06,enes
u:iqIO,22.0,96108.0,0.6712378644868962,0.00017116826271567015,ende
u:fvYs,5.0,175850.0,0.4347252398822477,1.723214781546117e-05,esen
u:h4bq,15.0,166222.0,0.822536897774181,6.692416783613504e-05,esen
u:fziW,17.0,504737.0,0.7458294699101442,3.2273462922626956e-05,esen
u:gC2t,6.0,2027.0,0.9893194052286254,0.002958554239709656,pten
u:iqWo,27.0,764971.0,0.7398956187193015,3.500066453112498e-05,enfr
u:iG4W,65.0,722633.0,0.8062036589249368,0.00011470165891014071,enfr
u:itHi,42.0,717654.0,0.7357720880751013,5.405110867214816e-05,enpt
u:Xk,13.0,859757.0,0.6373817322943691,1.576940471486388e-05,enpt
u:hoHO,61.0,933958.0,0.8298141023357152,5.413882573733698e-05,enfr
u:fpck,5.0,418873.0,0.4305194962180975,7.188877683038362e-06,pten
u:hFLv,24.0,172047.0,0.3146748710704593,9.062146205962412e-05,enit
u:h4-M,25.0,474307.0,0.5769858123961811,4.8095399876929894e-05,pten
u:fyRO,13.0,3944.0,0.9250837414694894,0.002762477044842865,esen
u:iLae,13.0,572652.0,0.8494788737681259,1.5123146534901721e-05,enit
u:hicf,23.0,650290.0,0.8994014863647979,3.118357651764036e-05,esen
u:f2m9,10.0,614434.0,0.763612268347314,1.163322141796333e-05,enes
u:eMIR,65.0,879037.0,0.7734241615717172,5.137538717410801e-05,enes
u:iS4X,11.0,601315.0,0.6629264507026529,1.2072730252234874e-05,enes
u:dmU-,4.0,35153.0,0.5113375143192818,7.243561796227359e-05,enfr
u:haVR,9.0,1087.0,0.8917637649393804,0.008711208407731796,esen
u:icj3,3.0,409933.0,0.6010992317987762,4.886731355431719e-06,enes
u:hl-i,6.0,364434.0,0.4421211046809655,1.0640892547542146e-05,pten
u:iME-,26.0,776357.0,0.8100063911948301,2.5317407131926122e-05,pten
u:h9ca,7.0,599504.0,0.7594532117812408,8.57300143008057e-06,enes
u:gzdE,19.0,527191.0,0.7541552471175719,3.1261108345223056e-05,enes
u:iqba,17.0,521990.0,0.7559826660740231,2.4034338819089014e-05,esen
u:g-rP,13.0,619457.0,0.8443720802760454,2.4395378218625553e-05,enes
u:f_vJ,24.0,937485.0,0.7984623519942106,2.1241458815912125e-05,enit
u:hNcq,16.0,835507.0,0.9786558931669767,1.74556927088284e-05,enes
u:fno5,9.0,285768.0,0.8138076128355255,2.0044351931601974e-05,enes
u:hje0,18.0,854116.0,0.835207316460244,1.5658412697915343e-05,enfr
u:hLre,9.0,222485.0,0.49611555672254465,2.6872510008111694e-05,enes
u:gQCq,33.0,842404.0,0.7759633490874148,3.963736186742188e-05,enes
u:df8h,9.0,621562.0,0.4294959650968543,1.003901241297542e-05,pten
u:iGY6,23.0,925940.0,0.8587973642190465,2.15237146157449e-05,esen
u:iDQ8,16.0,614502.0,0.7188347155486583,1.5098721851093265e-05,esen
u:huJN,15.0,431216.0,0.888750500750072,3.117928413673359e-05,enes
u:iF2k,19.0,362765.0,0.6326602717122171,3.747157523719707e-05,esen
u:iZbC,16.0,184953.0,0.7968035369702521,7.626051805360375e-05,iten
u:irjd,15.0,647040.0,0.7259207056129411,1.350012841173172e-05,enes
u:e1dY,5.0,777172.0,0.9336399026415967,6.218872774231393e-06,esen
u:hns-,26.0,957667.0,0.9468711984918352,2.7545523006611995e-05,esen
u:iUpp,14.0,374161.0,0.7164451041002756,3.7936604432292036e-05,enes
u:iAi8,8.0,159391.0,0.31756126001045487,2.9363762399176576e-05,enit
u:ik-Y,4.0,1446.0,0.8946009303808851,0.0022132630637824962,iten
u:h5gK,12.0,346166.0,0.9210026530190009,3.943769828830365e-05,esen
u:i138,45.0,505731.0,0.9323234426359908,7.854685796917325e-05,enes
u:hHGL,3.0,807131.0,0.7977802791090234,3.0239120834352897e-06,pten
u:NU4,38.0,870179.0,0.9399220426060586,4.496447559718014e-05,ende
u:byO2,11.0,635757.0,0.8481082052176517,1.8551749340750626e-05,pten
u:d4Qj,26.0,462301.0,0.8052015246201759,4.349162762909372e-05,esen
u:gPr4,20.0,872161.0,0.9068896046148646,1.863116618162159e-05,esen
u:fNri,3.0,1610.0,0.9864603995490515,0.0018424736637076048,esen
u:gsnr,14.0,363487.0,0.4452351000546333,2.3527585307156397e-05,enfr
u:gHlD,12.0,440196.0,0.5251226138416738,2.434660753495735e-05,ende
u:hAOp,14.0,953367.0,0.9631080331612856,1.3507225749784324e-05,enfr
u:cNJI,16.0,988411.0,0.8756819741537908,1.4099097849622351e-05,enit
u:hhUj,14.0,87954.0,0.6975409781347542,9.076330751141038e-05,enit
u:fHes,2.0,298.0,0.9899522882325839,0.006643975088809287,enes
u:iTXD,15.0,545520.0,0.7263279311489488,1.6115192919005776e-05,enes
u:icah,4.0,139467.0,0.5112166497114048,1.82288967708734e-05,enfr
u:iz_x,33.0,870736.0,0.9739327322036164,3.084219202152407e-05,enfr
u:g_1o,63.0,427502.0,0.749702974752965,0.00013500471822382924,enes
u:i8U7,57.0,6725.0,0.9505934496325847,0.008007127100830435,enes
u:h0_O,27.0,418257.0,0.9330269062070411,5.332593883679129e-05,esen
u:idQW,57.0,868736.0,0.6363183112370097,7.945074438937031e-05,enfr
u:h_vr,16.0,793877.0,0.9096790445820376,1.656918953172183e-05,esen
u:ikq4,13.0,70321.0,0.39826750208346534,0.00010710083047895962,esen
u:ib_3,14.0,745536.0,0.8620319769123619,1.399273892923931e-05,enfr
u:gZOB,10.0,345174.0,0.7958540227757976,2.098749521553593e-05,ende
u:ffug,9.0,520156.0,0.720851079711647,1.1700228529648548e-05,enes
u:iE3z,70.0,954711.0,0.8488601685957344,6.842472711890282e-05,enes
u:fxv2,9.0,43025.0,0.7736592185981286,0.00012111329006529511,esen
u:cgGp,124.0,1008577.0,0.9896618497514831,0.00012746684043992373,esen
u:i2sU,28.0,511694.0,0.6956163382286396,3.5751788824860816e-05,esen
u:ikCO,18.0,652951.0,0.7069263329249748,1.5841761108020416e-05,enes
u:hNcR,7.0,463979.0,0.8178116607489825,1.0460185361582355e-05,esen
u:hV-7,7.0,455601.0,0.7169350088051523,8.829928520423705e-06,esen
u:ifcg,56.0,775028.0,0.4373582291749556,8.671915202851418e-05,esen
u:iiIB,27.0,1017781.0,0.8934298103994526,2.3130779557445516e-05,esen
u:d2aE,16.0,714595.0,0.48729995748036603,1.5358199006088048e-05,enes
u:iZ0B,20.0,537032.0,0.6174867579517285,4.35359686941613e-05,esen
u:iOv7,32.0,941663.0,0.9093516264551902,3.371512280005513e-05,enfr
u:gxE6,4.0,1105.0,0.9827375428434105,0.0034397533876213177,pten
u:eUF1,30.0,941111.0,0.9657361084975173,3.350902530537999e-05,enes
u:hWqD,30.0,856293.0,0.8837610284988398,2.9023817278342322e-05,enes
u:igqK,24.0,85550.0,0.6772198085904112,0.0001783873376104979,esen
u:gyr4,21.0,799317.0,0.7712190699456667,1.9603885512662388e-05,ende
u:hHuX,13.0,689129.0,0.9083327794535324,1.5433075917798184e-05,enes
u:hb91,9.0,951054.0,0.637718533824744,5.272120717816037e-06,iten
u:fLw6,19.0,770118.0,0.9252617814513299,2.8552714868844185e-05,pten
u:dAQ0,3.0,803157.0,0.8726101475346761,2.866179759654526e-06,pten
u:fyD5,16.0,874796.0,0.9309324030801984,2.155362406898065e-05,enes
u:gyFw,7.0,262326.0,0.7187921507992681,1.538685461622874e-05,esen
u:iXcz,73.0,667940.0,0.948722898708891,0.0001039776326421139,esen
u:gzTh,48.0,946399.0,0.9284653591073433,4.563886418118527e-05,enit
u:mQ_,10.0,714530.0,0.9171278884986844,1.1933759862267547e-05,enfr
u:hTQh,7.0,165835.0,0.7664918868374252,2.438803641552891e-05,enfr
u:iMkE,7.0,268893.0,0.9621992541547193,2.2133260970135933e-05,esen
u:Mxz,26.0,998899.0,0.9015371843348544,2.432704355462396e-05,enfr
u:iwic,84.0,831044.0,0.9181370297354573,0.00011137549169554831,enit
u:fIG_,2.0,369.0,0.9856929818634599,0.00534250938679382,enit
u:hTsS,18.0,781137.0,0.520973090871915,2.2797086148754863e-05,enit
u:ckVW,7.0,533341.0,0.7562893375968179,8.853771093335804e-06,esen
u:cmbf,29.0,861237.0,0.9148292685588496,2.334650027865143e-05,esen
u:iXAn,14.0,75783.0,0.7250090166533882,0.00013810794781826089,enes
u:hP8f,69.0,905092.0,0.8797618843854976,9.26856346447364e-05,iten
u:eZ5i,6.0,5128.0,0.9533923608246266,0.0010971594304833156,enes
u:b-Vx,16.0,135456.0,0.5846382906036559,0.000128040644596368,enes
u:g-wr,16.0,860487.0,0.9292235148322855,1.708159551767664e-05,enes
u:h58W,15.0,323013.0,0.7452611227644328,4.069540864157356e-05,esen
u:iuHa,21.0,800772.0,0.8970755747834406,2.080608206618714e-05,enit
u:YVz,271.0,952994.0,0.9656227118964911,0.00026124469928467514,esen
u:nSN,4.0,4771.0,0.7550215658439541,0.0007329594853353598,ende
u:gU6P,28.0,699357.0,0.7290268353431085,2.862888694447255e-05,enfr
u:f8vx,39.0,956134.0,0.9354702482333526,3.872742728070912e-05,enfr
u:hLEh,20.0,607158.0,0.6289156428148298,3.168325223092032e-05,enfr
u:hniu,11.0,71002.0,0.7019101267069373,8.937163402772958e-05,esen
u:iJ7B,30.0,777173.0,0.8962352071254419,3.792425400874011e-05,esen
u:g-0k,2.0,254170.0,0.7506698267462003,5.906832645443602e-06,enes
u:h07b,21.0,525849.0,0.6989172736569366,2.469191112123678e-05,iten
u:iR7e,33.0,763009.0,0.9229942465906775,3.635810124957441e-05,esen
u:iSVG,6.0,703.0,0.9437690486043356,0.008357221176761985,esen
u:gDMm,22.0,745307.0,0.9189491214839598,2.3396939837998697e-05,ende
u:iHge,33.0,864119.0,0.8630858726426931,3.366222847577187e-05,iten
u:dAGh,34.0,681454.0,0.46297038366232246,3.007130781767548e-05,pten
u:il7w,5.0,168242.0,0.4335410998241489,1.7985611089921566e-05,esen
u:gob8,14.0,832302.0,0.8591529049847828,1.4580635462176934e-05,enes
u:i77m,10.0,78228.0,0.5502739533246201,0.00011496658106846359,enes
u:eXgD,5.0,342246.0,0.9145245760495061,1.169537563654008e-05,enfr
u:hif-,9.0,322573.0,0.5297827188268794,1.7544970497796117e-05,pten
u:igBP,3.0,199380.0,0.8014170110500725,1.0057767697983125e-05,esen
u:ifwC,21.0,170923.0,0.49999804655416313,9.425766243782062e-05,esen
u:h1xc,10.0,84906.0,0.7647838930647572,6.6976548190265e-05,pten
u:ivKf,11.0,606884.0,0.9215338780574068,2.0934198340714143e-05,enes
u:6xf,11.0,500558.0,0.9487137387620306,2.0255739245512723e-05,enfr
u:eZkf,9.0,262686.0,0.7777404748862764,2.4754456808037266e-05,pten
u:hZ0C,20.0,886324.0,0.7301529336062406,2.5094438560551573e-05,ende
u:gXI2,11.0,694461.0,0.8389795713313587,1.0311874716690661e-05,esen
u:iNfJ,9.0,330648.0,0.8853854564491158,2.7901921260039852e-05,ende
u:hE4z,10.0,779833.0,0.9151264037802078,1.0483662213364855e-05,enes
u:hYl2,32.0,940506.0,0.9377732211834745,3.0377237487336282e-05,enfr
u:hX0x,21.0,522320.0,0.8114280893212975,3.144781801720097e-05,esen
u:gWmp,60.0,498355.0,0.8590638325779902,0.00014557372531518207,esen
u:g9Gn,16.0,866162.0,0.9445018303704631,1.8610451071145828e-05,enes
u:ic0m,16.0,787924.0,0.8789515343793941,1.539777639931079e-05,enit
u:g3q7,8.0,405521.0,0.8447083312400898,1.4676528492983496e-05,enes
u:gkAa,8.0,693148.0,0.6955792889322887,8.443878751374491e-06,esen
u:hj1O,3.0,636496.0,0.8821704122785223,4.007541136497751e-06,pten
u:dKw2,39.0,576090.0,0.8838872788996124,5.951471878276078e-05,enpt
u:ithR,11.0,336194.0,0.2334982407212949,1.7976778645073073e-05,enfr
u:gQtq,12.0,3666.0,0.9178798490475739,0.002890910125751193,enit
u:e6dV,5.0,263753.0,0.7080944950802898,1.1707950341771792e-05,esen
u:fkrT,8.0,266411.0,0.6239693931229653,2.1903423389474095e-05,esen
u:IAx,16.0,284282.0,0.9011548897390771,5.6616346238551266e-05,ende
u:ie6t,6.0,1224.0,0.9780563339810013,0.004660581577853648,enes
u:iYIY,12.0,430398.0,0.39940674609797255,2.735561754452492e-05,enes
u:eoIl,4.0,17321.0,0.5450949436653375,0.00015394683225975416,enes
u:gS_j,23.0,950462.0,0.9566136746450812,2.065994666023997e-05,enes
u:hg-O,18.0,377650.0,0.7160016637158352,4.0891596273277124e-05,pten
u:h_rD,7.0,4656.0,0.9558860980299515,0.0014438328460497,esen
u:iQw7,61.0,854549.0,0.9221469659601965,6.775322174907091e-05,esen
u:idfe,15.0,865566.0,0.8495046739922902,1.7214168796168278e-05,enes
u:iNS_,24.0,473352.0,0.6679809301796468,2.8334968608550856e-05,esen
u:jbHi,7.0,39666.0,0.882784027934677,0.00013986411978179854,enfr
u:htXm,13.0,371067.0,0.2207570652922071,2.067899707368433e-05,enes
u:eGRv,7.0,635192.0,0.899625274240016,1.07491529433883e-05,enfr
u:hNpn,7.0,530546.0,0.524580918432674,9.718435812781599e-06,enfr
u:SS4,21.0,762944.0,0.9298884540766873,2.244325431690669e-05,esen
u:gI1J,23.0,944708.0,0.9689976502160348,2.3015398745583684e-05,ende
u:g6Ul,12.0,219154.0,0.2191244776539044,3.0069944598477517e-05,enes
u:hSB-,5.0,477347.0,0.6865634563883037,6.2953331400586766e-06,enpt
u:hnRs,11.0,725953.0,0.896078958562241,1.0708459171676e-05,enit
u:cm8k,9.0,345552.0,0.6579817913906353,1.4997038438686606e-05,esen
u:e56B,3.0,599283.0,0.8088733473579446,4.106448017924708e-06,enes
u:diEK,4.0,438081.0,0.9842078442740548,8.583804319027294e-06,enfr
u:fWOt,19.0,489582.0,0.6581623568561046,3.176545472678153e-05,esen
u:eXAu,3.0,69217.0,0.653337598045928,3.1114129280550526e-05,pten
u:ftEc,20.0,532353.0,0.8819522597356719,3.796544004180748e-05,enes
u:hP7w,21.0,958775.0,0.9290641014340613,1.8745493184055194e-05,enes
u:gWU7,20.0,192948.0,0.8426066566875025,8.66472806166335e-05,enes
u:dmns,11.0,64929.0,0.7856916041015571,9.982022267668182e-05,enfr
u:iaOL,18.0,50997.0,0.671804582699663,0.0002282454973543072,ende
u:ilYl,10.0,833061.0,0.9576074755614401,1.0519965248488338e-05,enes
u:dpiR,3.0,400130.0,0.8950704690828069,6.079439927859417e-06,enes
u:i4qN,9.0,171433.0,0.8874764636300012,3.840602702412184e-05,enes
u:gP79,44.0,717542.0,0.8645680815230413,5.292271395355881e-05,esen
u:g1LN,3.0,281964.0,0.6029709518424673,7.122929636033451e-06,pten
u:iWI8,60.0,631836.0,0.9290133913714151,8.548370138160367e-05,enit
u:AKd,13.0,349309.0,0.855896648307747,2.9844397329100876e-05,enfr
u:fkqX,46.0,750642.0,0.8649863291566564,5.9563934631764505e-05,esen
u:ipxT,93.0,866209.0,0.9191267331138028,7.637917471396413e-05,enes
u:hsYm,20.0,2620.0,0.9735340826662371,0.007054661192491953,enes
u:iWUt,27.0,253984.0,0.7608762549368636,8.492680451896236e-05,enpt
u:sbq,19.0,592146.0,0.8385493014554599,2.339809742067954e-05,enes
u:ebRs,6.0,331459.0,0.7880973086258549,1.56713768084051e-05,enit
u:hjye,6.0,565964.0,0.37622249620508547,6.199100045984615e-06,enfr
u:iGoN,14.0,94501.0,0.39385768450813186,8.689278483765296e-05,esen
u:h5Jv,14.0,8442.0,0.5846473686279653,0.0011024916200226983,esen
u:ivtO,14.0,334634.0,0.9350370013840271,4.679547013243195e-05,ende
u:bBpH,7.0,2798.0,0.853388499599502,0.002547156805115239,enes
u:hkiT,6.0,962053.0,0.7773540292933647,5.817863424858946e-06,esen
u:hJY0,6.0,572966.0,0.8461088734644889,1.1080675090073011e-05,enes
u:hwKT,10.0,115755.0,0.7572326175311896,4.8251912613898124e-05,enpt
u:dzWL,7.0,162045.0,0.7000402276130537,3.096862453990615e-05,esen
u:hsUV,6.0,924541.0,0.8200979857232755,4.2488467591614925e-06,enes
u:hTNc,4.0,259558.0,0.5041852822941819,9.697810375424738e-06,esen
u:dqvD,8.0,133124.0,0.49289371382342695,4.798420111209375e-05,enfr
u:iTEK,31.0,586997.0,0.9377188218902847,5.299406071823759e-05,enes
u:dy04,10.0,610338.0,0.9297284163607549,1.4970181285742312e-05,esen
u:eB3f,22.0,262917.0,0.6641314432099323,6.747655346717635e-05,ende
u:f-Mh,5.0,91620.0,0.44323296652561905,3.358494295053706e-05,esen
u:hB9m,7.0,317430.0,0.9081521412868743,1.7761977376574434e-05,enes
u:itrs,26.0,667853.0,0.9043512730428513,3.6442878332514896e-05,enfr
u:bM8t,10.0,193180.0,0.4597173295671181,2.9040025366716777e-05,ende
u:iaKb,54.0,898773.0,0.9446151925700241,5.436798445340324e-05,iten
u:cSs6,10.0,517611.0,0.92147592357086,1.5286553121016836e-05,ende
u:hVPo,28.0,409121.0,0.5015166587535203,7.347297149250347e-05,ende
u:iNJw,36.0,543500.0,0.9099547677311796,6.701185575244789e-05,ende
u:iCU5,31.0,854352.0,0.9383821749354635,3.457864035395373e-05,ende
u:i6XV,11.0,346565.0,0.7721269477843241,2.7686188577741288e-05,ende
u:hqH9,19.0,416129.0,0.7366244984437705,3.5865046195570016e-05,enes
u:iG-W,14.0,643039.0,0.7699212444297928,1.5332212727930287e-05,enfr
u:fopP,3.0,770.0,0.9988046097683184,0.0038593686621650643,esen
u:i0bD,17.0,248566.0,0.7173506995795729,4.998707579224069e-05,enes
u:iE5P,22.0,414498.0,0.6601297922565315,6.224973660169118e-05,esen
u:iqdk,18.0,380850.0,0.8256108213415033,3.782719065096113e-05,pten
u:gR4H,4.0,948536.0,0.8223649440008238,3.831341767555779e-06,enfr
u:gmMn,27.0,860218.0,0.899219938695659,2.3304319061158572e-05,iten
u:ikH2,5.0,550739.0,0.8104558383615384,5.80710027810373e-06,esen
u:i0AC,15.0,86966.0,0.5659747706235388,0.00017058782199355106,enfr
u:dWj2,8.0,337442.0,0.7151803296384701,1.746557413398628e-05,ende
u:hWMe,5.0,2403.0,0.9812232902981847,0.0019404913075170339,esen
u:fnFo,74.0,676146.0,0.933093576869437,9.760654366947263e-05,enfr
u:iOLo,34.0,939182.0,0.8899019110305217,4.2143814801087976e-05,ende
u:hgZ_,5.0,236997.0,0.4432114125187716,1.297500705791178e-05,esen
u:g1YI,12.0,337081.0,0.910529624669405,2.8547973800794765e-05,enes
u:cIYn,47.0,983739.0,0.9629238859820346,4.672072750685211e-05,ende
u:itLf,67.0,699359.0,0.9846488843971892,9.411836633405984e-05,ende
u:g-Wh,13.0,444145.0,0.8380724508769615,2.7039734752065786e-05,enfr
u:hNbp,46.0,749837.0,0.9155411725370743,5.301677230670914e-05,enes
u:iRCC,20.0,607924.0,0.7885299927247047,3.3914272056468134e-05,pten
u:ifS6,39.0,525707.0,0.7827033720642577,5.444285522684371e-05,esen
u:h-AF,11.0,950959.0,0.763286350848015,6.890928120152726e-06,esen
u:hFdp,7.0,692364.0,0.7793803241114233,6.587618192474721e-06,enit
u:gkq-,8.0,786534.0,0.9126211099574818,7.969607238186412e-06,enfr
u:ico1,7.0,5266.0,0.8825267127025888,0.0010916891565843586,esen
u:hM6s,16.0,443659.0,0.7618196957058773,2.0527898481150694e-05,ende
u:gRSs,19.0,710779.0,0.6948369295232301,1.62302420001288e-05,enes
u:hQ4W,2.0,478.0,0.9920744274367228,0.004150939026931894,enes
u:hR6Q,19.0,765215.0,0.7548170553138606,1.80893487071911e-05,enes
